country,country_url,season,league_cups,league_cups_url,champion,list_of_promoted,list_of_promoted_url,list_of_relegated,list_of_relegated_url,list_of_top_scorer,list_of_top_scorer_url,number_of_goals,percent_of_foreign_players,goals_per_match,update_date
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Ligue 1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/saison_id/2015,Paris Saint-Germain,[],[],"['ESTAC Troyes', 'Stade Reims', 'GFC Ajaccio']","['https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2015', 'https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2015', 'https://www.transfermarkt.com/gfc-ajaccio/startseite/verein/3558/saison_id/2015']",['Zlatan Ibrahimović'],['https://www.transfermarkt.com/zlatan-ibrahimovi%C4%87/profil/spieler/3455'],38,53.8,2.53,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Ligue 2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2/saison_id/2015,AS Nancy-Lorraine,"['FC Metz', 'Dijon FCO']","['https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2015', 'https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2015']","['US Créteil-Lusitanos', 'FC Évian Thonon Gaillard', 'Paris FC']","['https://www.transfermarkt.com/us-creteil-lusitanos/startseite/verein/2067/saison_id/2015', 'https://www.transfermarkt.com/thonon-evian-grand-geneve-fc/startseite/verein/14171/saison_id/2015', 'https://www.transfermarkt.com/paris-fc/startseite/verein/10004/saison_id/2015']",['Famara Diédhiou'],['https://www.transfermarkt.com/famara-diedhiou/profil/spieler/237125'],21,46.9,2.30,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Championnat National,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3/saison_id/2015,,"['RC Strasbourg Alsace', 'Amiens SC', 'US Orléans']","['https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2015', 'https://www.transfermarkt.com/amiens-sc/startseite/verein/1416/saison_id/2015', 'https://www.transfermarkt.com/us-orleans/startseite/verein/10868/saison_id/2015']",['Vendée Luçon Football'],['https://www.transfermarkt.com/lucon-football-club/startseite/verein/30444/saison_id/2015'],"['Kévin Fortuné', 'Farid Beziouen']","['https://www.transfermarkt.com/kevin-fortune/profil/spieler/411439', 'https://www.transfermarkt.com/farid-beziouen/profil/spieler/98264']",17,30.7,2.36,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,CFA - Grp. A,https://www.transfermarkt.com/championnat-national-2-groupe-a/startseite/wettbewerb/CN2A/saison_id/2015,,['Quevilly Rouen Métropole'],['https://www.transfermarkt.com/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2015'],[],[],[],[],,24.8,2.68,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,CFA - Grp. B,https://www.transfermarkt.com/championnat-national-2-groupe-b/startseite/wettbewerb/CN2B/saison_id/2015,,['AS Lyon-Duchère'],['https://www.transfermarkt.com/sporting-club-de-lyon/startseite/verein/17768/saison_id/2015'],[],[],[],[],,,,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,CFA - Grp. C,https://www.transfermarkt.com/championnat-national-2-groupe-c/startseite/wettbewerb/CN2C/saison_id/2015,,['Pau FC'],['https://www.transfermarkt.com/pau-fc/startseite/verein/3166/saison_id/2015'],[],[],[],[],,,,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,CFA - Grp. D,https://www.transfermarkt.com/championnat-national-2-groupe-d/startseite/wettbewerb/CN2D/saison_id/2015,,['US Concarneau'],['https://www.transfermarkt.com/us-concarneau/startseite/verein/21688/saison_id/2015'],[],[],[],[],,,,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Coupe de France,https://www.transfermarkt.com/coupe-de-france/startseite/pokalwettbewerb/FRC/saison_id/2015,Paris Saint-Germain,[],[],[],[],[],[],,39.5,3.77,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Trophée des Champions,https://www.transfermarkt.com/trophee-des-champions/startseite/pokalwettbewerb/FRCH/saison_id/2015,Paris Saint-Germain,[],[],[],[],[],[],,61.6,2.00,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Coupe de la Ligue,https://www.transfermarkt.com/coupe-de-la-ligue/startseite/pokalwettbewerb/FRL/saison_id/2015,Paris Saint-Germain,[],[],[],[],[],[],,48.0,4.29,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2015/plus/1,2015,Coupe Gambardella,https://www.transfermarkt.com/coupe-gambardella/startseite/pokalwettbewerb/FRYC/saison_id/2015,AS Monaco U19,[],[],[],[],['Kylian Mbappé'],['https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229'],3,26.9,3.14,2023-05-26 18:36:05.336199
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Ligue 1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/saison_id/2018,Paris Saint-Germain,[],[],"['SM Caen', 'EA Guingamp']","['https://www.transfermarkt.com/sm-caen/startseite/verein/1162/saison_id/2018', 'https://www.transfermarkt.com/ea-guingamp/startseite/verein/855/saison_id/2018']",['Kylian Mbappé'],['https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229'],33,55.0,2.56,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Ligue 2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2/saison_id/2018,,"['FC Metz', 'Stade Brestois 29']","['https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2018', 'https://www.transfermarkt.com/stade-brest-29/startseite/verein/3911/saison_id/2018']","['GFC Ajaccio', 'AS Béziers', 'Red Star FC']","['https://www.transfermarkt.com/gfc-ajaccio/startseite/verein/3558/saison_id/2018', 'https://www.transfermarkt.com/as-beziers/startseite/verein/10867/saison_id/2018', 'https://www.transfermarkt.com/red-star-fc/startseite/verein/1154/saison_id/2018']",['Gaëtan Charbonnier'],['https://www.transfermarkt.com/gaetan-charbonnier/profil/spieler/93678'],27,47.9,2.19,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Championnat National,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3/saison_id/2018,,"['FC Chambly Oise', 'Le Mans FC', 'Rodez AF']","['https://www.transfermarkt.com/fc-chambly/startseite/verein/35012/saison_id/2018', 'https://www.transfermarkt.com/le-mans-fc/startseite/verein/1164/saison_id/2018', 'https://www.transfermarkt.com/rodez-af/startseite/verein/11273/saison_id/2018']",[],[],['Kévin Rocheteau'],['https://www.transfermarkt.com/kevin-rocheteau/profil/spieler/281614'],15,28.7,2.17,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,National 2 - Grp. A,https://www.transfermarkt.com/championnat-national-2-groupe-a/startseite/wettbewerb/CN2A/saison_id/2018,,['Sporting Club de Toulon'],['https://www.transfermarkt.com/sporting-club-de-toulon/startseite/verein/494/saison_id/2018'],[],[],['Pape Ibnou Ba'],['https://www.transfermarkt.com/pape-ibnou-ba/profil/spieler/565060'],27,26.1,2.80,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,National 2 - Grp. B,https://www.transfermarkt.com/championnat-national-2-groupe-b/startseite/wettbewerb/CN2B/saison_id/2018,,['Le Puy Foot 43 Auvergne'],['https://www.transfermarkt.com/le-puy-foot-43-auvergne/startseite/verein/26863/saison_id/2018'],[],[],[],[],,20.2,2.18,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,National 2 - Grp. C,https://www.transfermarkt.com/championnat-national-2-groupe-c/startseite/wettbewerb/CN2C/saison_id/2018,,['FC Bastia-Borgo'],['https://www.transfermarkt.com/fc-bastia-borgo/startseite/verein/61431/saison_id/2018'],[],[],[],[],,21.1,2.70,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,National 2 - Grp. D,https://www.transfermarkt.com/championnat-national-2-groupe-d/startseite/wettbewerb/CN2D/saison_id/2018,,['US Créteil-Lusitanos'],['https://www.transfermarkt.com/us-creteil-lusitanos/startseite/verein/2067/saison_id/2018'],[],[],[],[],,21.4,2.64,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,N3 - Paris Île-de-Fr.,https://www.transfermarkt.com/championnat-national-3-paris-ile-de-france/startseite/wettbewerb/C3IF/saison_id/2018,,[],[],[],[],[],[],,21.6,2.51,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Coupe de France,https://www.transfermarkt.com/coupe-de-france/startseite/pokalwettbewerb/FRC/saison_id/2018,Stade Rennais FC,[],[],[],[],['Franck Julienne'],['https://www.transfermarkt.com/franck-julienne/profil/spieler/126693'],5,33.4,3.54,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Trophée des Champions,https://www.transfermarkt.com/trophee-des-champions/startseite/pokalwettbewerb/FRCH/saison_id/2018,Paris Saint-Germain,[],[],[],[],[],[],,68.6,4.00,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Coupe de la Ligue,https://www.transfermarkt.com/coupe-de-la-ligue/startseite/pokalwettbewerb/FRL/saison_id/2018,RC Strasbourg Alsace,[],[],[],[],[],[],,51.8,4.84,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Coupe Gambardella,https://www.transfermarkt.com/coupe-gambardella/startseite/pokalwettbewerb/FRYC/saison_id/2018,AS Saint-Étienne U19,[],[],[],[],[],[],,24.0,3.14,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Rel. Ligue 1,https://www.transfermarkt.com/relegation-ligue-1/startseite/wettbewerb/FRR1/saison_id/2018,,[],[],[],[],[],[],,68.1,5.00,2023-05-26 18:36:05.403020
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2018/plus/1,2018,Rel. Ligue 2,https://www.transfermarkt.com/relegation-ligue-2/startseite/wettbewerb/FRR2/saison_id/2018,,[],[],[],[],[],[],,33.5,2.50,2023-05-26 18:36:05.403020
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,LaLiga,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1/saison_id/2019,Real Madrid,[],[],"['RCD Espanyol Barcelona', 'CD Leganés', 'RCD Mallorca']","['https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2019', 'https://www.transfermarkt.com/cd-leganes/startseite/verein/1244/saison_id/2019', 'https://www.transfermarkt.com/rcd-mallorca/startseite/verein/237/saison_id/2019']",['Lionel Messi'],['https://www.transfermarkt.com/lionel-messi/profil/spieler/28003'],25,41.7,2.48,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,LaLiga SmartBank,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2/saison_id/2019,SD Huesca,"['Elche CF', 'Cádiz CF', 'SD Huesca']","['https://www.transfermarkt.com/fc-elche/startseite/verein/1531/saison_id/2019', 'https://www.transfermarkt.com/fc-cadiz/startseite/verein/2687/saison_id/2019', 'https://www.transfermarkt.com/sd-huesca/startseite/verein/5358/saison_id/2019']","['Extremadura UD', 'Racing Santander', 'CD Numancia', 'Deportivo de La Coruña']","['https://www.transfermarkt.com/extremadura-ud/startseite/verein/29095/saison_id/2019', 'https://www.transfermarkt.com/racing-santander/startseite/verein/630/saison_id/2019', 'https://www.transfermarkt.com/cd-numancia/startseite/verein/2296/saison_id/2019', 'https://www.transfermarkt.com/deportivo-la-coruna/startseite/verein/897/saison_id/2019']",['Cristhian Stuani'],['https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323'],29,24.2,2.29,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,2ª B - Grupo I,https://www.transfermarkt.com/segunda-division-b-grupo-i-bis-20-21-/startseite/wettbewerb/ES3A/saison_id/2019,,[],[],[],[],['Rufo Sánchez'],['https://www.transfermarkt.com/rufo-sanchez/profil/spieler/263692'],18,12.7,2.45,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,2ª B - Grupo II,https://www.transfermarkt.com/segunda-division-b-grupo-ii-bis-20-21-/startseite/wettbewerb/ES3B/saison_id/2019,,['UD Logroñés'],['https://www.transfermarkt.com/ud-logrones/startseite/verein/24420/saison_id/2019'],[],[],['Miguel de la Fuente'],['https://www.transfermarkt.com/miguel-de-la-fuente/profil/spieler/480883'],14,10.8,2.52,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,2ª B - Grupo III,https://www.transfermarkt.com/segunda-division-b-grupo-iii-bis-20-21-/startseite/wettbewerb/ES3C/saison_id/2019,,"['CE Sabadell FC', 'CD Castellón']","['https://www.transfermarkt.com/ce-sabadell/startseite/verein/11422/saison_id/2019', 'https://www.transfermarkt.com/cd-castellon/startseite/verein/2502/saison_id/2019']",[],[],['Mohamed Ezzarfani'],['https://www.transfermarkt.com/mohamed-ezzarfani/profil/spieler/449844'],13,10.9,2.25,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,2ª B - Grupo IV,https://www.transfermarkt.com/segunda-division-b-grupo-iv-bis20-21-/startseite/wettbewerb/ES3D/saison_id/2019,,['FC Cartagena'],['https://www.transfermarkt.com/fc-cartagena/startseite/verein/7077/saison_id/2019'],[],[],['Francis Ferrón'],['https://www.transfermarkt.com/francis-ferron/profil/spieler/263066'],13,11.8,2.17,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Copa del Rey,https://www.transfermarkt.com/copa-del-rey/startseite/pokalwettbewerb/CDR/saison_id/2019,Real Sociedad,[],[],[],[],['Alexander Isak'],['https://www.transfermarkt.com/alexander-isak/profil/spieler/349066'],7,20.4,3.87,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Supercopa,https://www.transfermarkt.com/supercopa/startseite/pokalwettbewerb/SUC/saison_id/2019,Real Madrid,[],[],[],[],[],[],,70.1,4.67,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Seg. B Play-off,https://www.transfermarkt.com/promocion-de-ascenso-a-segunda-division-b/startseite/pokalwettbewerb/E3PL/saison_id/2019,,[],[],[],[],[],[],,8.4,2.07,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Promoción LaLiga,https://www.transfermarkt.com/aufstiegs-playoff-laliga/startseite/wettbewerb/ES1P/saison_id/2019,,[],[],[],[],[],[],,20.9,1.00,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Ascenso LaLiga2,https://www.transfermarkt.com/aufstiegs-playoff-laliga2/startseite/pokalwettbewerb/ES2P/saison_id/2019,SD Huesca,[],[],[],[],[],[],,13.7,5.79,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2019/plus/1,2019,Copa Federation,https://www.transfermarkt.com/copa-real-federacion-espanola-de-futbol/startseite/pokalwettbewerb/CEF1/saison_id/2019,Real Murcia CF,[],[],[],[],[],[],,10.6,3.97,2023-05-26 18:36:05.464855
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,LaLiga,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1/saison_id/2016,Real Madrid,[],[],['CA Osasuna'],['https://www.transfermarkt.com/ca-osasuna/startseite/verein/331/saison_id/2016'],['Lionel Messi'],['https://www.transfermarkt.com/lionel-messi/profil/spieler/28003'],37,44.1,2.94,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,LaLiga 1|2|3,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2/saison_id/2016,Levante UD,"['Levante UD', 'Getafe CF', 'Girona FC']","['https://www.transfermarkt.com/ud-levante/startseite/verein/3368/saison_id/2016', 'https://www.transfermarkt.com/fc-getafe/startseite/verein/3709/saison_id/2016', 'https://www.transfermarkt.com/fc-girona/startseite/verein/12321/saison_id/2016']","['RCD Mallorca', 'Elche CF', 'CD Mirandés', 'UCAM Murcia CF']","['https://www.transfermarkt.com/rcd-mallorca/startseite/verein/237/saison_id/2016', 'https://www.transfermarkt.com/fc-elche/startseite/verein/1531/saison_id/2016', 'https://www.transfermarkt.com/cd-mirandes/startseite/verein/13222/saison_id/2016', 'https://www.transfermarkt.com/ucam-murcia/startseite/verein/34148/saison_id/2016']",['Joselu Moreno'],['https://www.transfermarkt.com/joselu-moreno/profil/spieler/143044'],22,19.2,2.25,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,2ª B - Grupo I,https://www.transfermarkt.com/segunda-division-b-grupo-i-bis-20-21-/startseite/wettbewerb/ES3A/saison_id/2016,,['Cultural Leonesa'],['https://www.transfermarkt.com/cultural-leonesa/startseite/verein/4542/saison_id/2016'],"['Arandina CF', 'UD Somozas', 'UD Mutilvera', 'CD Boiro', 'CD Palencia Balompié (- 2019)']","['https://www.transfermarkt.com/arandina-cf/startseite/verein/25377/saison_id/2016', 'https://www.transfermarkt.com/ud-somozas/startseite/verein/37064/saison_id/2016', 'https://www.transfermarkt.com/ud-mutilvera/startseite/verein/40175/saison_id/2016', 'https://www.transfermarkt.com/cd-boiro/startseite/verein/41394/saison_id/2016', 'https://www.transfermarkt.com/cd-palencia/startseite/verein/47422/saison_id/2016']",[],[],,6.7,2.38,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,2ª B - Grupo II,https://www.transfermarkt.com/segunda-division-b-grupo-ii-bis-20-21-/startseite/wettbewerb/ES3B/saison_id/2016,,['Albacete Balompié'],['https://www.transfermarkt.com/albacete-balompie/startseite/verein/1532/saison_id/2016'],"['UD Socuéllamos', 'Sestao River']","['https://www.transfermarkt.com/ud-socuellamos/startseite/verein/30696/saison_id/2016', 'https://www.transfermarkt.com/sestao-river/startseite/verein/13240/saison_id/2016']",[],[],,7.8,2.37,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,2ª B - Grupo III,https://www.transfermarkt.com/segunda-division-b-grupo-iii-bis-20-21-/startseite/wettbewerb/ES3C/saison_id/2016,,['FC Barcelona B'],['https://www.transfermarkt.com/fc-barcelona-b/startseite/verein/2464/saison_id/2016'],"['RCD Mallorca B', 'RCD Espanyol B']","['https://www.transfermarkt.com/rcd-mallorca-b/startseite/verein/8494/saison_id/2016', 'https://www.transfermarkt.com/espanyol-barcelona-b/startseite/verein/10773/saison_id/2016']",['Boris Garrós'],['https://www.transfermarkt.com/boris-garros/profil/spieler/274521'],25,10.8,2.29,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,2ª B - Grupo IV,https://www.transfermarkt.com/segunda-division-b-grupo-iv-bis20-21-/startseite/wettbewerb/ES3D/saison_id/2016,,['Lorca FC'],['https://www.transfermarkt.com/lorca-fc/startseite/verein/34559/saison_id/2016'],"['Real Jaén CF', 'Linares Deportivo', 'Atlético Mancha Real']","['https://www.transfermarkt.com/real-jaen/startseite/verein/666/saison_id/2016', 'https://www.transfermarkt.com/linares-deportivo/startseite/verein/12351/saison_id/2016', 'https://www.transfermarkt.com/atletico-mancha-real/startseite/verein/29270/saison_id/2016']",[],[],,12.0,2.27,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,Copa del Rey,https://www.transfermarkt.com/copa-del-rey/startseite/pokalwettbewerb/CDR/saison_id/2016,FC Barcelona,[],[],[],[],['Lionel Messi'],['https://www.transfermarkt.com/lionel-messi/profil/spieler/28003'],,25.0,3.46,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,Supercopa,https://www.transfermarkt.com/supercopa/startseite/pokalwettbewerb/SUC/saison_id/2016,FC Barcelona,[],[],[],[],['Arda Turan'],['https://www.transfermarkt.com/arda-turan/profil/spieler/21369'],2,67.1,2.50,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,Promoción LaLiga,https://www.transfermarkt.com/aufstiegs-playoff-laliga/startseite/wettbewerb/ES1P/saison_id/2016,,[],[],[],[],[],[],,32.0,2.33,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,Ascenso a 2ª,https://www.transfermarkt.com/aufstiegs-playoff-laliga2/startseite/pokalwettbewerb/ES2P/saison_id/2016,Levante UD,[],[],[],[],[],[],,7.3,2.23,2023-05-26 18:36:05.530680
Spain,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/157/saison_id/2016/plus/1,2016,Permanencia 2ª Federación,https://www.transfermarkt.com/abstiegs-playoffs-segunda-division-b/startseite/wettbewerb/ES3P/saison_id/2016,,[],[],[],[],[],[],,5.0,1.75,2023-05-26 18:36:05.530680
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,Ligue 1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1/saison_id/2017,Paris Saint-Germain,[],[],"['FC Metz', 'ESTAC Troyes']","['https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2017', 'https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2017']",['Edinson Cavani'],['https://www.transfermarkt.com/edinson-cavani/profil/spieler/48280'],28,56.3,2.72,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,Ligue 2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2/saison_id/2017,,"['Nîmes Olympique', 'Stade Reims']","['https://www.transfermarkt.com/nimes-olympique/startseite/verein/1160/saison_id/2017', 'https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2017']","['Football Bourg-en-Bresse Péronnas 01', 'Tours FC', 'Quevilly Rouen Métropole']","['https://www.transfermarkt.com/bourg-en-bresse-peronnas-01/startseite/verein/2972/saison_id/2017', 'https://www.transfermarkt.com/fc-tours/startseite/verein/3161/saison_id/2017', 'https://www.transfermarkt.com/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2017']",['Umut Bozok'],['https://www.transfermarkt.com/umut-bozok/profil/spieler/259025'],24,44.7,2.72,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,Championnat National,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3/saison_id/2017,,"['Red Star FC', 'Grenoble Foot 38', 'AS Béziers']","['https://www.transfermarkt.com/red-star-fc/startseite/verein/1154/saison_id/2017', 'https://www.transfermarkt.com/grenoble-foot-38/startseite/verein/1290/saison_id/2017', 'https://www.transfermarkt.com/as-beziers/startseite/verein/10867/saison_id/2017']",[],[],"['Jamal Thiaré', 'Said Id Azza', 'Koro Koné']","['https://www.transfermarkt.com/jamal-thiare/profil/spieler/262022', 'https://www.transfermarkt.com/said-id-azza/profil/spieler/210332', 'https://www.transfermarkt.com/koro-kone/profil/spieler/61005']",14,30.1,2.35,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,National 2 - Grp. A,https://www.transfermarkt.com/championnat-national-2-groupe-a/startseite/wettbewerb/CN2A/saison_id/2017,,['Marignane Gignac FC'],['https://www.transfermarkt.com/marignane-gignac-fc/startseite/verein/57930/saison_id/2017'],[],[],['Alexandre Ramalingom'],['https://www.transfermarkt.com/alexandre-ramalingom/profil/spieler/450051'],20,23.5,2.40,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,National 2 - Grp. B,https://www.transfermarkt.com/championnat-national-2-groupe-b/startseite/wettbewerb/CN2B/saison_id/2017,,['FC Villefranche-Beaujolais'],['https://www.transfermarkt.com/fc-villefranche-beaujolais/startseite/verein/18633/saison_id/2017'],[],[],[],[],,25.3,2.65,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,National 2 - Grp. C,https://www.transfermarkt.com/championnat-national-2-groupe-c/startseite/wettbewerb/CN2C/saison_id/2017,,"[""Jeanne d'Arc de Drancy""]",['https://www.transfermarkt.com/jeanne-darc-de-drancy/startseite/verein/11374/saison_id/2017'],[],[],[],[],,23.7,2.47,2023-05-26 18:36:05.592514
France,https://www.transfermarkt.com/wettbewerbe/national/wettbewerbe/50/saison_id/2017/plus/1,2017,National 2 - Grp. D,https://www.transfermarkt.com/championnat-national-2-groupe-d/startseite/wettbewerb/CN2D/saison_id/2017,,['Le Mans FC'],['https://www.transfermarkt.com/le-mans-fc/startseite/verein/1164/saison_id/2017'],[],[],[],[],,22.4,2.60,2023-05-26 18:36:05.592514
